1;192.84;-29.302
2;192.55;-32.25
3;191.83;-33.894
4;189.5;-32.634
5;188.36;-33.11
6;188.26;-33.141
7;186.05;-32.869
8;184.88;-33.954
9;182.94;-33.717
10;182.48;-34.284
11;180.45;-31.504
12;181.04;-33.476
13;177.56;-31.531
14;177.88;-31.878
15;176.68;-32.595
16;173.64;-33.968
17;172.75;-34.821
18;171.49;-32.873
19;170.64;-34.138
20;167.94;-32.367
21;166.69;-33.43
22;166.76;-30.641
23;167.36;-33.692
24;163.3;-32.543
25;162.87;-32.83
26;162.21;-31.551
27;161.43;-33.428
28;159.51;-31.175
29;157.09;-31.491
30;156.83;-31.834
31;154.98;-32.593
32;153.91;-33.109
33;152.04;-33.289
34;151.91;-32.936
35;149.8;-31.632
36;148.12;-31.555
37;145.77;-33.827
38;145.59;-33.856
39;144.77;-32.462
40;142.49;-33.534
41;142.2;-33.326
42;141.44;-32.938
43;138.75;-31.239
44;138.36;-32.482
45;138;-34.127
46;135.04;-32.759
47;133.57;-34.189
48;132.64;-32.828
49;132.93;-34.66
50;130.3;-33.218
51;130.14;-34.294
52;128.06;-34.816
53;125.68;-31.121
54;124.11;-33.055
55;122.71;-33.454
56;122.96;-33.763
57;119.77;-31.94
58;118.34;-33.393
59;118.66;-32.745
60;116.98;-33.611
61;115.57;-33.322
62;115.17;-33.09
63;113.57;-32.237
64;112.79;-33.566
65;110.37;-34.62
66;107.98;-31.204
67;108.49;-34.219
68;105.55;-32.143
69;104.4;-33.964
70;104.03;-31.786
71;102.29;-33.697
72;101.65;-32.883
73;100.11;-32.62
74;98.632;-30.083
75;97.47;-32.502
76;96.788;-33.27
77;94.875;-29.93
78;93.657;-32.102
79;92.273;-33.326
80;91.8;-32.468
81;90.889;-31.905
82;88.824;-31.737
83;87.565;-31.791
84;Inf;Inf
85;Inf;Inf
86;Inf;Inf
87;Inf;Inf
88;Inf;Inf
89;Inf;Inf
90;Inf;Inf
91;Inf;Inf
92;Inf;Inf
93;Inf;Inf
94;Inf;Inf
95;Inf;Inf
96;Inf;Inf
97;Inf;Inf
98;Inf;Inf
99;Inf;Inf
100;Inf;Inf
101;Inf;Inf
102;Inf;Inf
103;Inf;Inf
104;Inf;Inf
105;Inf;Inf
106;Inf;Inf
107;Inf;Inf
108;Inf;Inf
109;Inf;Inf
110;Inf;Inf
111;Inf;Inf
112;Inf;Inf
113;Inf;Inf
114;Inf;Inf
115;Inf;Inf
116;Inf;Inf
117;Inf;Inf
118;Inf;Inf
119;Inf;Inf
120;Inf;Inf
121;Inf;Inf
122;Inf;Inf
123;Inf;Inf
124;Inf;Inf
125;Inf;Inf
126;Inf;Inf
127;Inf;Inf
128;Inf;Inf
129;Inf;Inf
130;Inf;Inf
131;Inf;Inf
132;Inf;Inf
133;Inf;Inf
134;Inf;Inf
135;Inf;Inf
136;Inf;Inf
137;Inf;Inf
138;Inf;Inf
139;Inf;Inf
140;Inf;Inf
141;Inf;Inf
142;Inf;Inf
143;Inf;Inf
144;Inf;Inf
145;Inf;Inf
146;Inf;Inf
147;Inf;Inf
148;Inf;Inf
149;Inf;Inf
150;Inf;Inf
